feature,VIF
NDRE_Avg_1,1092.2281053351485
SAVI_Avg_1,1015.9243879630225
NDVI_Avg_1,483.94954726205356
ExG_Avg_1,143.82671117783977
VARI_Avg_1,101.04459967687777
Pixel_Count_1,2.411000133718172
disk_height,1.322412716747301
