feature,VIF
SAVI_Avg_1,1100.638442991811
NDRE_Avg_1,1038.4874371141127
NDVI_Avg_1,562.4241773595867
ExG_Avg_1,139.78905464551218
VARI_Avg_1,97.03936335866403
Pixel_Count_1,2.6637616454149295
disk_height,1.4454233167293569
