feature,VIF
NDVI_Avg_0,102.8280252019797
SAVI_Avg_0,99.8087417561785
NDRE_Avg_0,23.71895920585074
VARI_Avg_0,20.47802509611105
ExG_Avg_0,20.37947649023292
Pixel_Count_0,17.561342560130335
disk_height,1.2071279515997115
