feature,VIF
SAVI_Avg_0,132.76929889215674
NDVI_Avg_0,119.13142820551182
NDRE_Avg_0,21.26193155942478
VARI_Avg_0,20.441848476537416
ExG_Avg_0,20.408833534665572
Pixel_Count_0,16.718077244246206
disk_height,1.1931469659343752
