feature,VIF
SAVI_Avg_0,73.89880154956384
NDVI_Avg_0,73.29362176505471
ExG_Avg_0,19.30321624007904
NDRE_Avg_0,15.057882186469918
VARI_Avg_0,14.204667077634777
Pixel_Count_0,13.12291975031394
disk_height,1.2292121135482146
