Dataset,Class,Precision,Sensitivity,Specificity,F1
split_pad5,grass,0.7631578947368421,0.9354838709677419,0.6326530612244898,0.8405797101449276
split_pad5,legume,0.8857142857142857,0.6326530612244898,0.9354838709677419,0.7380952380952381
