feature,VIF
SAVI_Avg_1,1526.0421635896614
NDRE_Avg_1,1399.8052414967656
NDVI_Avg_1,775.7819242288114
Pixel_Count_1,550.785186000997
Pixel_Count_0,382.540415606875
ExG_Avg_1,219.25608021015864
SAVI_Avg_0,197.34965640670953
NDVI_Avg_0,178.4058165553885
VARI_Avg_1,137.27290923446725
ExG_Avg_0,33.2066515478558
VARI_Avg_0,27.488155124775062
NDRE_Avg_0,27.26943964923044
disk_height,1.4324932768301022
