feature,VIF
NDRE_Avg_1,1507.239589367977
SAVI_Avg_1,1300.9304936331584
NDVI_Avg_1,753.5108252937016
Pixel_Count_1,713.218508123882
Pixel_Count_0,524.0837564803323
ExG_Avg_1,245.02377444982005
VARI_Avg_1,156.34664911800147
NDVI_Avg_0,128.35205839634486
SAVI_Avg_0,115.38927774685841
VARI_Avg_0,29.855942697742737
NDRE_Avg_0,28.773060419106578
ExG_Avg_0,21.996144087925195
disk_height,1.5707866415641683
