feature,VIF
NDRE_Avg_1,2013.3355058450586
SAVI_Avg_1,1595.5814252487328
NDVI_Avg_1,813.1803692566871
Pixel_Count_1,504.94029247942706
Pixel_Count_0,376.67635444594487
ExG_Avg_1,252.20450146296466
VARI_Avg_1,143.90537867005696
NDVI_Avg_0,96.46308869945075
SAVI_Avg_0,95.4664960464007
ExG_Avg_0,27.073294905852205
VARI_Avg_0,21.630504345287633
NDRE_Avg_0,20.479377858105895
disk_height,1.45739524665832
