feature,VIF
NDRE_Avg_1,1522.0478745730452
SAVI_Avg_1,1443.4182501075657
NDVI_Avg_1,794.6094284992428
Pixel_Count_1,523.5720941216243
Pixel_Count_0,373.9515889888218
ExG_Avg_1,230.37138099258848
VARI_Avg_1,147.8163524843199
NDVI_Avg_0,121.41126468224628
SAVI_Avg_0,116.74272824695018
NDRE_Avg_0,24.735281099865762
VARI_Avg_0,24.683438145803645
ExG_Avg_0,24.58548172938315
disk_height,1.4324644580076566
