feature,VIF
NDRE_Avg_1,1618.9561816852656
SAVI_Avg_1,1377.1490753344244
NDVI_Avg_1,868.8328191208694
Pixel_Count_1,495.7274481929807
Pixel_Count_0,335.92426986192635
ExG_Avg_1,217.80835242280173
VARI_Avg_1,167.85334598172307
NDVI_Avg_0,109.79330060660486
SAVI_Avg_0,104.71389602153872
NDRE_Avg_0,23.304507439386867
VARI_Avg_0,22.65286747982433
ExG_Avg_0,21.756407934326763
disk_height,1.5777827285477541
