band_1_b,band_2_g,band_3_r,band_4_rd,band_5_nir,band_6_lwir,SAVI,NDVI,VARI,ExG,NDRE,Date,class,lon,lat,Source_File,pad,ID,grid_id,gx,gy,folder,B,G,R,RE,NIR
938,2606,1237,5072,12794,31168,0.5699654769463545,0.823676143753815,0.47125644907327663,0.6352227523917634,0.43221761926772045,July,grass,-85.18684243,30.8760584,pad7_grass_gps.csv,pad7,40,gx_17_gy_13,17,13,training,0.02862548828125,0.07952880859375,0.037750244140625,0.15478515625,0.39044189453125
944,2720,1287,5584,13533,31055,0.5886745282883705,0.8263157876466453,0.4678419799770663,0.6481518842176044,0.4158079189399386,July,grass,-85.18760634,30.87637964,pad7_grass_gps.csv,pad7,41,gx_10_gy_15,10,15,training,0.02880859375,0.0830078125,0.039276123046875,0.17041015625,0.412994384765625
1511,4228,1782,8004,18857,31135,0.6917996914710074,0.8273172136678362,0.5436763685674179,0.6864778589955449,0.40404303587953977,July,grass,-85.18706195,30.8765123,pad8_grass_gps.csv,pad8,42,gx_15_gy_16,15,16,testing,0.046112060546875,0.1290283203125,0.05438232421875,0.2442626953125,0.575469970703125
1306,3441,1613,6599,17171,31039,0.6635862141223727,0.8282580905483198,0.4877267833559682,0.6231132043367652,0.4447623048138843,July,grass,-85.18672006,30.8759893,pad7_grass_gps.csv,pad7,43,gx_18_gy_13,18,13,training,0.03985595703125,0.105010986328125,0.049224853515625,0.201385498046875,0.524017333984375
1283,3112,1563,6556,16749,30963,0.6565310116003802,0.8292922658817033,0.4566627314375223,0.5669687783520589,0.43737395347213603,July,grass,-85.18746993,30.87344098,pad1_grass_gps.csv,pad1,44,gx_11_gy_0,11,0,testing,0.039154052734375,0.094970703125,0.047698974609375,0.2000732421875,0.511138916015625
1089,2918,1425,6114,15372,31192,0.6304963677809559,0.830326842459478,0.4588199093317115,0.6115611156038965,0.4308852269329216,July,grass,-85.1877473,30.87566641,pad6_grass_gps.csv,pad6,45,gx_8_gy_11,8,11,training,0.033233642578125,0.08905029296875,0.043487548828125,0.18658447265625,0.4691162109375
1158,2999,1340,6039,14504,31100,0.6126970330123851,0.8308507935353876,0.5215341033984189,0.6367109294408326,0.41206250238512077,July,grass,-85.1867538,30.87521685,pad5_grass_gps.csv,pad5,46,gx_18_gy_9,18,9,testing,0.03533935546875,0.091522216796875,0.0408935546875,0.184295654296875,0.442626953125
973,2347,1168,4685,12846,30976,0.5762550161562364,0.8333095456467898,0.463808019198245,0.5688502632263626,0.46551822398869996,July,grass,-85.18798799,30.87635097,pad7_grass_gps.csv,pad7,47,gx_6_gy_15,6,15,training,0.029693603515625,0.071624755859375,0.03564453125,0.142974853515625,0.39202880859375
932,2334,1295,4896,14266,30986,0.6090624504630534,0.8335582528555981,0.3852428577591257,0.5351896475472276,0.488988622480786,July,grass,-85.18756726,30.87373499,pad2_grass_gps.csv,pad2,48,gx_10_gy_2,10,2,training,0.0284423828125,0.07122802734375,0.039520263671875,0.1494140625,0.43536376953125
1519,3561,1581,7260,17475,31256,0.6727144463306007,0.834068008641334,0.5465084134948971,0.6038132382846793,0.412977561611787,July,grass,-85.18777131,30.87502621,pad4_grass_gps.csv,pad4,49,gx_8_gy_8,8,8,training,0.046356201171875,0.108673095703125,0.048248291015625,0.2215576171875,0.533294677734375
1219,2918,1320,5828,14640,31264,0.6177343550506457,0.8345864644518967,0.5293143367523776,0.604178116218122,0.4305256979623087,July,grass,-85.18698598,30.87371135,pad2_grass_gps.csv,pad2,50,gx_15_gy_2,15,2,training,0.037200927734375,0.08905029296875,0.040283203125,0.1778564453125,0.44677734375
