band_1_b,band_2_g,band_3_r,band_4_rd,band_5_nir,band_6_lwir,SAVI,NDVI,VARI,ExG,NDRE,Date,class,lon,lat,Source_File,pad,ID,grid_id,gx,gy,folder,B,G,R,RE,NIR
1011,3138,1437,6610,15979,31155,0.6453550289601481,0.8349793277813159,0.47727272288460365,0.6852846361519143,0.4147593955646184,July,grass,-85.18759574,30.87573413,pad6_grass_gps.csv,pad6,51,gx_10_gy_12,10,12,training,0.030853271484375,0.09576416015625,0.043853759765625,0.20172119140625,0.487640380859375
1254,3377,1425,6607,16024,31220,0.6472526816655579,0.8366668561283799,0.5501691042762286,0.6728863900183056,0.41611064408841353,July,grass,-85.1868284,30.87576777,pad6_grass_gps.csv,pad6,52,gx_17_gy_12,17,12,training,0.03826904296875,0.103057861328125,0.043487548828125,0.201629638671875,0.489013671875
1379,3581,1537,7056,17424,31185,0.6742254909579,0.8378777476158653,0.5466702278916047,0.6535323962729029,0.4235294111977855,July,grass,-85.18716079,30.87437297,pad3_grass_gps.csv,pad3,53,gx_14_gy_5,14,5,training,0.042083740234375,0.109283447265625,0.046905517578125,0.21533203125,0.53173828125
992,2991,1312,5996,14879,30988,0.6247275511751014,0.8379346533594315,0.5070975485905852,0.6946175594407502,0.425532933463767,July,grass,-85.18761327,30.8761897,pad7_grass_gps.csv,pad7,54,gx_9_gy_14,9,14,training,0.0302734375,0.091278076171875,0.0400390625,0.1829833984375,0.454071044921875
810,2521,1143,5258,12981,31098,0.5820440533934568,0.8381478315304143,0.48283110868205686,0.6904336113938022,0.4234333015036426,July,grass,-85.18735632,30.87620966,pad7_grass_gps.csv,pad7,55,gx_12_gy_14,12,14,training,0.02471923828125,0.076934814453125,0.034881591796875,0.16046142578125,0.396148681640625
1221,3013,1408,6245,16068,31332,0.6494388652899936,0.8388647271979904,0.5015624948640001,0.6020914534332981,0.4402366327062397,July,grass,-85.18772803,30.87663631,pad8_grass_gps.csv,pad8,56,gx_8_gy_16,8,16,training,0.037261962890625,0.091949462890625,0.04296875,0.190582275390625,0.4903564453125
1292,3651,1498,7328,17358,31253,0.6750851299057551,0.8411115810584672,0.5582058547339152,0.7005123392401199,0.4063031672480863,July,grass,-85.18719142,30.87696656,pad9_grass_gps.csv,pad9,57,gx_14_gy_18,14,18,training,0.0394287109375,0.111419677734375,0.04571533203125,0.2236328125,0.52972412109375
1237,3123,1407,6368,16307,31086,0.6554636629280828,0.8411425975182025,0.5211053698525415,0.6245881705450831,0.4383241449013008,July,grass,-85.18775909,30.87404933,pad2_grass_gps.csv,pad2,58,gx_8_gy_3,8,3,training,0.037750244140625,0.095306396484375,0.042938232421875,0.1943359375,0.497650146484375
1386,3333,1467,6422,17308,31080,0.6758298011278594,0.8437283607111963,0.5465729297275624,0.6163918493052168,0.4587442050133953,July,grass,-85.18752014,30.87601703,pad7_grass_gps.csv,pad7,59,gx_10_gy_13,10,13,training,0.04229736328125,0.101715087890625,0.044769287109375,0.19598388671875,0.5281982421875
1089,2730,1295,5537,15280,31180,0.6364725865209522,0.8437405714843023,0.4887602125287144,0.601486112688796,0.4680309355172966,July,grass,-85.18684572,30.87448493,pad3_grass_gps.csv,pad3,60,gx_17_gy_6,17,6,training,0.033233642578125,0.08331298828125,0.039520263671875,0.168975830078125,0.46630859375
1003,2530,1310,5534,15510,31278,0.6414889765985932,0.8442330542411517,0.4300317186847799,0.5672104029348854,0.47405436155037955,July,grass,-85.1878574,30.87616207,pad7_grass_gps.csv,pad7,61,gx_7_gy_14,7,14,training,0.030609130859375,0.07720947265625,0.03997802734375,0.16888427734375,0.47332763671875
1383,3488,1584,6929,18767,30894,0.7016333190964714,0.844331972499284,0.5161290276734845,0.6210689356543475,0.46069427089445714,July,grass,-85.18753757,30.87501105,pad4_grass_gps.csv,pad4,62,gx_10_gy_8,10,8,training,0.042205810546875,0.1064453125,0.04833984375,0.211456298828125,0.572723388671875
1052,2885,1229,5700,14613,31137,0.6229752367525088,0.8448428211284048,0.5408229857211994,0.6753774637764675,0.4387830446325977,July,grass,-85.18711801,30.87558588,pad6_grass_gps.csv,pad6,63,gx_14_gy_11,14,11,training,0.0321044921875,0.088043212890625,0.037506103515625,0.1739501953125,0.445953369140625
1177,2872,1369,5690,16300,31172,0.6576953566043707,0.8450393328603629,0.49053524279573796,0.5902547029639228,0.48249204111822197,July,grass,-85.18702883,30.87705395,pad9_grass_gps.csv,pad9,64,gx_15_gy_18,15,18,training,0.035919189453125,0.087646484375,0.041778564453125,0.17364501953125,0.4974365234375
1246,3542,1383,7028,16473,31126,0.6610689246009956,0.8450940844706517,0.5868442459283196,0.7219251298564182,0.4018977910229613,July,grass,-85.18790323,30.87383221,pad2_grass_gps.csv,pad2,65,gx_7_gy_2,7,2,testing,0.03802490234375,0.10809326171875,0.042205810546875,0.2144775390625,0.502716064453125
1194,3199,1264,6399,15264,31196,0.6380651427774635,0.8470474329770057,0.5919241298879871,0.6964822303655065,0.40922309867472545,July,grass,-85.18790713,30.87571756,pad6_grass_gps.csv,pad6,66,gx_7_gy_12,7,12,testing,0.03643798828125,0.097625732421875,0.03857421875,0.195281982421875,0.4658203125
1027,2310,1126,4920,13695,31092,0.6041820214773966,0.8480534358147888,0.49149023822949267,0.5527671928942247,0.47139403623708626,July,grass,-85.18694372,30.87356971,pad1_grass_gps.csv,pad1,67,gx_16_gy_1,16,1,training,0.031341552734375,0.07049560546875,0.03436279296875,0.150146484375,0.417938232421875
1123,2942,1352,6121,16448,31152,0.6624151643544927,0.8480898860792018,0.501419105509145,0.6293151152628026,0.4575745484959988,July,grass,-85.18680163,30.87526466,pad5_grass_gps.csv,pad5,68,gx_17_gy_9,17,9,training,0.034271240234375,0.08978271484375,0.041259765625,0.186798095703125,0.501953125
1795,3950,1725,8341,21070,31360,0.7406391172753448,0.8486510187405749,0.5734536034044001,0.586345378954034,0.43279725224637383,July,grass,-85.18720243,30.87494746,pad4_grass_gps.csv,pad4,69,gx_13_gy_8,13,8,training,0.054779052734375,0.12054443359375,0.052642822265625,0.254547119140625,0.64300537109375
840,2149,970,4823,11855,31002,0.5589886672492403,0.8487329413012645,0.5173321557911628,0.628441520436279,0.42163328853483156,July,grass,-85.18769446,30.87373945,pad2_grass_gps.csv,pad2,70,gx_9_gy_2,9,2,training,0.025634765625,0.065582275390625,0.02960205078125,0.147186279296875,0.361785888671875
1170,3443,1410,6888,17259,31048,0.6782158439442051,0.8489474515068665,0.5519956508042918,0.7149261126636728,0.42949434654103325,July,grass,-85.18830173,30.8744586,pad3_grass_gps.csv,pad3,71,gx_3_gy_5,3,5,training,0.03570556640625,0.105072021484375,0.04302978515625,0.210205078125,0.526702880859375
984,2750,1137,5773,14175,31251,0.6170179196044157,0.8514890263909618,0.5556320984474845,0.6936973880658847,0.42119510658704024,July,grass,-85.18784468,30.8758523,pad6_grass_gps.csv,pad6,72,gx_7_gy_12,7,12,testing,0.030029296875,0.08392333984375,0.034698486328125,0.176177978515625,0.432586669921875
1130,2991,1366,5683,17068,31096,0.6764604508539762,0.8517955935818793,0.5035636763245198,0.6353198431167925,0.5004175633423725,July,grass,-85.1872838,30.87524125,pad5_grass_gps.csv,pad5,73,gx_13_gy_9,13,9,training,0.03448486328125,0.091278076171875,0.04168701171875,0.173431396484375,0.5208740234375
1266,3177,1424,6627,17869,31192,0.6914118333196124,0.8523816913942445,0.525637176244654,0.6245099675363998,0.4589320699282215,July,grass,-85.18791337,30.87355297,pad1_grass_gps.csv,pad1,74,gx_7_gy_1,7,1,training,0.03863525390625,0.096954345703125,0.04345703125,0.202239990234375,0.545318603515625
724,2099,916,4498,11503,31128,0.5513488172042288,0.852484094698913,0.5163683906938632,0.6841401384279476,0.43778513753232023,July,grass,-85.18795826,30.87629478,pad7_grass_gps.csv,pad7,75,gx_6_gy_14,6,14,training,0.0220947265625,0.064056396484375,0.0279541015625,0.13726806640625,0.351043701171875
1138,3214,1303,6062,16383,31022,0.6639272080494403,0.852651813415148,0.5655519329588619,0.7050397837130427,0.45983515192390834,July,grass,-85.18707457,30.87408253,pad2_grass_gps.csv,pad2,76,gx_15_gy_4,15,4,training,0.03472900390625,0.09808349609375,0.039764404296875,0.18499755859375,0.499969482421875
1400,3313,1499,6851,18859,31053,0.7087257083658068,0.8527360237772643,0.5316529843431403,0.5999678010850378,0.46705561978590127,July,grass,-85.18713048,30.87342601,pad1_grass_gps.csv,pad1,77,gx_14_gy_0,14,0,training,0.042724609375,0.101104736328125,0.045745849609375,0.209075927734375,0.575531005859375
1033,2821,1225,5841,15439,31052,0.6451525048069366,0.8529764745589095,0.5297046075813606,0.6662728840652825,0.4510338338919419,July,grass,-85.18764138,30.87526382,pad5_grass_gps.csv,pad5,78,gx_9_gy_9,9,9,testing,0.031524658203125,0.086090087890625,0.037384033203125,0.178253173828125,0.471160888671875
1265,3087,1450,6264,18309,31164,0.699679052017622,0.853231437423013,0.500305618461487,0.596173729828435,0.49017213950018473,July,grass,-85.18761091,30.87357721,pad1_grass_gps.csv,pad1,79,gx_9_gy_1,9,1,training,0.038604736328125,0.094207763671875,0.04425048828125,0.191162109375,0.558746337890625
1108,2639,1210,5631,15309,31029,0.6427529398212404,0.853502026274741,0.5213425694697726,0.5971353601841979,0.46217764970655983,July,grass,-85.18698599,30.87486725,pad4_grass_gps.csv,pad4,80,gx_15_gy_7,15,7,training,0.0338134765625,0.080535888671875,0.03692626953125,0.171844482421875,0.467193603515625
1197,3444,1384,6901,17578,31156,0.687234764258493,0.8540238356721521,0.5673368166922356,0.7148547678963716,0.43616977759334896,July,grass,-85.18767255,30.8740242,pad2_grass_gps.csv,pad2,81,gx_9_gy_3,9,3,testing,0.036529541015625,0.1051025390625,0.042236328125,0.210601806640625,0.53643798828125
958,2606,1065,5101,13628,31241,0.6063809241603151,0.8550330070089347,0.5680058906699532,0.6889176879294762,0.4552832497774189,July,grass,-85.18787214,30.87642212,pad7_grass_gps.csv,pad7,82,gx_7_gy_15,7,15,training,0.02923583984375,0.07952880859375,0.032501220703125,0.155670166015625,0.4158935546875
1247,2893,1322,5877,16956,31001,0.6765622288913048,0.8553452222328509,0.5293126626197718,0.5889783926584321,0.48521876162135297,July,grass,-85.1876956,30.87328235,pad1_grass_gps.csv,pad1,83,gx_9_gy_0,9,0,training,0.038055419921875,0.088287353515625,0.04034423828125,0.179351806640625,0.5174560546875
1084,3201,1168,6024,15228,30996,0.6433801091799183,0.857526224194961,0.6188736620154484,0.7610489592998253,0.4330886498121848,July,grass,-85.18817661,30.8739977,pad2_grass_gps.csv,pad2,84,gx_4_gy_3,4,3,training,0.0330810546875,0.097686767578125,0.03564453125,0.183837890625,0.4647216796875
1018,2855,1126,5292,14837,31103,0.6358085751125553,0.8589237594346166,0.5835301994191301,0.7133426638578091,0.47419146427848846,July,grass,-85.18696694,30.87375049,pad2_grass_gps.csv,pad2,85,gx_16_gy_2,16,2,training,0.03106689453125,0.087127685546875,0.03436279296875,0.1614990234375,0.452789306640625
1020,2792,1129,5790,14890,31276,0.6370243489530595,0.8590423854080091,0.5732505967651583,0.695203395510944,0.440038684022283,July,grass,-85.18784764,30.87569104,pad6_grass_gps.csv,pad6,86,gx_7_gy_11,7,11,testing,0.0311279296875,0.085205078125,0.034454345703125,0.17669677734375,0.45440673828125
1000,2713,1252,6451,16635,31009,0.6732952052154142,0.8600100615988814,0.49274872979885653,0.6392749202522132,0.44113315366650563,July,grass,-85.18722648,30.87647859,pad8_grass_gps.csv,pad8,87,gx_13_gy_15,13,15,training,0.030517578125,0.082794189453125,0.0382080078125,0.196868896484375,0.507659912109375
1089,3158,1203,6123,16000,31118,0.66083603710798,0.8601406715000239,0.5974938815468583,0.7383486194139068,0.44645843625956927,July,grass,-85.18826822,30.87636356,pad7_grass_gps.csv,pad7,88,gx_3_gy_15,3,15,training,0.033233642578125,0.09637451171875,0.036712646484375,0.186859130859375,0.48828125
1312,3490,1413,6863,18820,31069,0.7130704311285497,0.8603271868634804,0.578390415217851,0.6846339465110081,0.4655608762506133,July,grass,-85.18758614,30.87525631,pad5_grass_gps.csv,pad5,89,gx_10_gy_9,10,9,training,0.0400390625,0.10650634765625,0.043121337890625,0.209442138671875,0.5743408203125
1077,3141,1280,6196,17161,31198,0.6840344573606765,0.8611788933236207,0.5565191333026259,0.7138959579132518,0.46945241189437786,July,grass,-85.18713705,30.87678096,pad8_grass_gps.csv,pad8,90,gx_14_gy_17,14,17,testing,0.032867431640625,0.095855712890625,0.0390625,0.1890869140625,0.523712158203125
1218,3239,1233,7054,16554,31064,0.6725439693881384,0.8613594182141437,0.6164720282112613,0.707732860599123,0.4024059635214318,July,grass,-85.18767894,30.87726962,pad9_grass_gps.csv,pad9,91,gx_9_gy_19,9,19,training,0.03717041015625,0.098846435546875,0.037628173828125,0.21527099609375,0.50518798828125
931,2917,1121,6055,15201,31195,0.6457530721836962,0.8626393806967916,0.57804955940086,0.7611189323927662,0.4302785089339779,July,grass,-85.18747674,30.87576459,pad6_grass_gps.csv,pad6,92,gx_11_gy_12,11,12,training,0.028411865234375,0.089019775390625,0.034210205078125,0.184783935546875,0.463897705078125
1012,2957,1087,5481,14846,31078,0.6386267283186398,0.863553629053102,0.6167546107487417,0.7545490457426695,0.4607172718504067,July,grass,-85.18800823,30.87560058,pad6_grass_gps.csv,pad6,93,gx_6_gy_11,6,11,training,0.0308837890625,0.090240478515625,0.033172607421875,0.167266845703125,0.45306396484375
945,2682,1087,5835,14874,31228,0.6393723907574291,0.863792993652981,0.5648016931630943,0.7068307120998243,0.43647689341337226,July,grass,-85.18789013,30.87397377,pad2_grass_gps.csv,pad2,94,gx_7_gy_3,7,3,training,0.028839111328125,0.08184814453125,0.033172607421875,0.178070068359375,0.45391845703125
762,2585,1036,5303,14261,31171,0.6261639461974641,0.8645486024495307,0.5417978251998492,0.7693360654324426,0.4578818229910105,July,grass,-85.18753463,30.8762044,pad7_grass_gps.csv,pad7,95,gx_10_gy_14,10,14,testing,0.02325439453125,0.078887939453125,0.0316162109375,0.161834716796875,0.435211181640625
1117,2927,1188,5871,16521,31033,0.6746106232333429,0.8658309318215852,0.5800533625726523,0.6783256838250429,0.475616290836683,July,grass,-85.18794577,30.87684581,pad8_grass_gps.csv,pad8,96,gx_6_gy_17,6,17,training,0.034088134765625,0.089324951171875,0.0362548828125,0.179168701171875,0.504180908203125
1280,3159,1221,7931,17037,31290,0.6848334385300899,0.8662504092241596,0.6251612837144243,0.6743816215374316,0.36470682425702045,July,grass,-85.1882829,30.8732713,pad1_grass_gps.csv,pad1,97,gx_3_gy_0,3,0,training,0.0390625,0.096405029296875,0.037261962890625,0.242034912109375,0.519927978515625
863,2608,1110,5334,15527,31134,0.6549014257151566,0.8665624795097964,0.5246935141179835,0.707924028989903,0.4886151183543004,July,grass,-85.18808393,30.875926,pad6_grass_gps.csv,pad6,98,gx_5_gy_13,5,13,training,0.026336669921875,0.07958984375,0.03387451171875,0.16278076171875,0.473846435546875
988,2730,1125,5474,15910,31222,0.6636194972397294,0.8679189886445572,0.5598186193428195,0.6911005528296545,0.4880284317250414,July,grass,-85.18760907,30.87492094,pad4_grass_gps.csv,pad4,99,gx_9_gy_8,9,8,training,0.0301513671875,0.08331298828125,0.034332275390625,0.16705322265625,0.48553466796875
1234,3076,1318,6005,18763,30959,0.7176059228434248,0.8687316354530852,0.556329108155129,0.639658844889776,0.5151001285174903,July,grass,-85.18719621,30.87324711,pad1_grass_gps.csv,pad1,100,gx_13_gy_0,13,0,testing,0.03765869140625,0.0938720703125,0.04022216796875,0.183258056640625,0.572601318359375
826,2340,987,5045,14193,31196,0.6275820548547519,0.8699604724303778,0.540983599469432,0.6903443239534788,0.47551720472077413,July,grass,-85.18792152,30.87341346,pad1_grass_gps.csv,pad1,101,gx_6_gy_0,6,0,training,0.02520751953125,0.0714111328125,0.030120849609375,0.153961181640625,0.433135986328125
1371,3538,1357,6925,19553,31241,0.7318603522287338,0.8702056418692062,0.6188989726787509,0.6939036031379137,0.47692423840064,July,grass,-85.18670474,30.87651986,pad8_grass_gps.csv,pad8,102,gx_18_gy_16,18,16,training,0.041839599609375,0.10797119140625,0.041412353515625,0.211334228515625,0.596710205078125
587,1366,591,2828,8524,30856,0.4666653588261622,0.8703236392190054,0.5656934171265388,0.6108490487357304,0.50176180263903,July,grass,-85.18727239,30.87327409,pad1_grass_gps.csv,pad1,103,gx_13_gy_0,13,0,testing,0.017913818359375,0.04168701171875,0.018035888671875,0.0863037109375,0.2601318359375
1232,2931,1282,6086,18587,31116,0.7160097088940995,0.8709547521999373,0.5531700710747143,0.6148760293575284,0.5066672063955551,July,grass,-85.18833564,30.87433641,pad3_grass_gps.csv,pad3,104,gx_2_gy_5,2,5,training,0.03759765625,0.089447021484375,0.03912353515625,0.18572998046875,0.567230224609375
819,2046,948,4320,13812,31072,0.6195735929777104,0.8715447135122779,0.5048275786012919,0.6097560923208791,0.5234943736403119,July,grass,-85.18769034,30.875919,pad6_grass_gps.csv,pad6,105,gx_9_gy_13,9,13,training,0.024993896484375,0.06243896484375,0.0289306640625,0.1318359375,0.4215087890625
895,2409,1083,5236,15807,31045,0.6637614948082545,0.8717584352536543,0.5105891348744764,0.6473672165003581,0.5023523254069724,July,grass,-85.1873597,30.87408213,pad2_grass_gps.csv,pad2,106,gx_12_gy_4,12,4,training,0.027313232421875,0.073516845703125,0.033050537109375,0.1597900390625,0.482391357421875
1524,4009,1461,7680,21377,31151,0.76166437139977,0.8720553451013439,0.645717176594308,0.7196168110408346,0.47138383124733096,July,grass,-85.18680182,30.87373159,pad2_grass_gps.csv,pad2,107,gx_17_gy_2,17,2,training,0.0465087890625,0.122344970703125,0.044586181640625,0.234375,0.652374267578125
896,2559,983,5180,14400,31170,0.6335347996109275,0.8721965787830632,0.5956160168113585,0.7298332528356972,0.4708886611118448,July,grass,-85.18805633,30.87705367,pad9_grass_gps.csv,pad9,108,gx_5_gy_18,5,18,testing,0.02734375,0.078094482421875,0.029998779296875,0.1580810546875,0.439453125
1020,2419,1014,4845,14976,31080,0.6469080119479249,0.873170729917945,0.5822627355658577,0.6296878462533997,0.5111245640104672,July,grass,-85.18784786,30.87412078,pad2_grass_gps.csv,pad2,109,gx_7_gy_4,7,4,training,0.0311279296875,0.073822021484375,0.03094482421875,0.147857666015625,0.45703125
1044,2955,1134,5793,16924,30789,0.6876778345469534,0.8744046943929288,0.598029550214702,0.7270601940728018,0.4899854727272156,July,grass,-85.18739123,30.87658349,pad8_grass_gps.csv,pad8,110,gx_12_gy_16,12,16,training,0.0318603515625,0.090179443359375,0.03460693359375,0.176788330078125,0.5164794921875
1126,3310,1306,6692,19705,31060,0.738026473480849,0.8756841640714664,0.5742120289926133,0.7293625872692873,0.49297268567815555,July,grass,-85.18702417,30.87430776,pad3_grass_gps.csv,pad3,111,gx_15_gy_5,15,5,training,0.03436279296875,0.10101318359375,0.03985595703125,0.2042236328125,0.601348876953125
1016,2581,1133,5495,17103,30965,0.6919410738684713,0.8757402923505013,0.5366938407759883,0.6369978814221677,0.5136737756955455,July,grass,-85.18752754,30.87492255,pad4_grass_gps.csv,pad4,112,gx_10_gy_8,10,8,training,0.031005859375,0.078765869140625,0.034576416015625,0.167694091796875,0.521942138671875
1028,3068,1046,5709,15811,31068,0.6662705688206626,0.8758972516639141,0.6552171025696196,0.7899649891315496,0.46942379110678073,July,grass,-85.18803501,30.87391158,pad2_grass_gps.csv,pad2,113,gx_5_gy_3,5,3,training,0.0313720703125,0.0936279296875,0.03192138671875,0.174224853515625,0.482513427734375
1034,2701,1036,5282,15732,30985,0.6649372580300233,0.876431295997203,0.6159822344859394,0.6983860777856392,0.4972875218285373,July,grass,-85.18803863,30.87599584,pad6_grass_gps.csv,pad6,114,gx_5_gy_13,5,13,training,0.03155517578125,0.082427978515625,0.0316162109375,0.16119384765625,0.4801025390625
1222,3377,1165,6457,17931,31038,0.7088218708222469,0.8779849168009107,0.6662650536650081,0.7576335834791573,0.470477283277981,July,grass,-85.18686222,30.87410419,pad2_grass_gps.csv,pad2,115,gx_17_gy_4,17,4,training,0.03729248046875,0.103057861328125,0.035552978515625,0.197052001953125,0.547210693359375
1059,2865,1126,6007,17341,31086,0.6978996291966149,0.8780527411722515,0.5931104981463012,0.7019801934648541,0.4854377241773675,July,grass,-85.18813687,30.87616669,pad7_grass_gps.csv,pad7,116,gx_4_gy_14,4,14,training,0.032318115234375,0.087432861328125,0.03436279296875,0.183319091796875,0.529205322265625
811,2264,895,4745,13811,30882,0.623158571231275,0.8782809717952188,0.583049395611004,0.7108312283897942,0.48857512308635326,July,grass,-85.18808744,30.8750793,pad4_grass_gps.csv,pad4,117,gx_5_gy_8,5,8,training,0.024749755859375,0.069091796875,0.027313232421875,0.144805908203125,0.421478271484375
952,2726,1176,6033,18246,31049,0.7151036132650249,0.8789002147667696,0.5254237229772595,0.6847960398765148,0.5030273068708268,July,grass,-85.18744607,30.87490698,pad4_grass_gps.csv,pad4,118,gx_11_gy_8,11,8,training,0.029052734375,0.08319091796875,0.035888671875,0.184112548828125,0.55682373046875
996,2503,1114,5522,17302,30951,0.6977586200326392,0.8790182434402873,0.529950393984962,0.6277910209036514,0.5161233781584152,July,grass,-85.18768383,30.87496098,pad4_grass_gps.csv,pad4,119,gx_9_gy_8,9,8,training,0.0303955078125,0.076385498046875,0.03399658203125,0.16851806640625,0.52801513671875
1147,3171,1194,6198,18583,30998,0.7213157815426543,0.8792536770586346,0.6143567370630076,0.72587082297073,0.49977805510767415,July,grass,-85.1875747,30.87432926,pad3_grass_gps.csv,pad3,120,gx_10_gy_5,10,5,training,0.035003662109375,0.096771240234375,0.03643798828125,0.18914794921875,0.567108154296875
901,2451,871,4831,13572,31034,0.6180134291286514,0.8793879367987409,0.6526228742729673,0.7411792507016429,0.47497690509351503,July,grass,-85.18839263,30.87340238,pad1_grass_gps.csv,pad1,121,gx_2_gy_0,2,0,training,0.027496337890625,0.074798583984375,0.026580810546875,0.147430419921875,0.4141845703125
1041,2990,1179,6036,18408,30988,0.7184537537587975,0.8796140282420385,0.5789641883083445,0.7216890549619374,0.5061364745301473,July,grass,-85.18822952,30.87502318,pad4_grass_gps.csv,pad4,122,gx_4_gy_8,4,8,testing,0.031768798828125,0.09124755859375,0.035980224609375,0.1842041015625,0.561767578125
1053,2809,1031,5849,16151,30936,0.6756837269218612,0.8799906862509874,0.6379619587711742,0.722256279651156,0.46827272657525637,July,grass,-85.187138,30.87537018,pad5_grass_gps.csv,pad5,123,gx_14_gy_10,14,10,testing,0.032135009765625,0.085723876953125,0.031463623046875,0.178497314453125,0.492889404296875
782,2264,903,4866,14254,31062,0.6349354801431291,0.8808471314334235,0.5706498873379222,0.7199290899998388,0.49100418325893175,July,grass,-85.18795118,30.87634769,pad7_grass_gps.csv,pad7,124,gx_6_gy_15,6,15,training,0.02386474609375,0.069091796875,0.027557373046875,0.14849853515625,0.43499755859375
1096,3002,1085,5971,17143,31122,0.6959147110018568,0.8809523793687158,0.6409227612832641,0.7376036997550072,0.483343427540097,July,grass,-85.18762271,30.87343537,pad1_grass_gps.csv,pad1,125,gx_9_gy_0,9,0,training,0.033447265625,0.09161376953125,0.033111572265625,0.182220458984375,0.523162841796875
1013,2719,1072,5598,16965,31008,0.692585920725875,0.8811332245454914,0.5928725632011346,0.6979600285448055,0.5037893889771675,July,grass,-85.18829553,30.87532626,pad5_grass_gps.csv,pad5,126,gx_3_gy_10,3,10,training,0.030914306640625,0.082977294921875,0.03271484375,0.17083740234375,0.517730712890625
976,2643,1015,5408,16127,31031,0.6761319566260366,0.8815774105187535,0.6070096868417251,0.7110487649331797,0.4977478515760297,July,grass,-85.18796932,30.87656988,pad8_grass_gps.csv,pad8,127,gx_6_gy_16,6,16,training,0.02978515625,0.080657958984375,0.030975341796875,0.1650390625,0.492156982421875
1110,2374,1079,5281,17256,31039,0.6989112583051953,0.882301607367807,0.5527101928676024,0.5608152490955963,0.5313484484442816,July,grass,-85.18672318,30.87452153,pad3_grass_gps.csv,pad3,128,gx_18_gy_6,18,6,training,0.03387451171875,0.07244873046875,0.032928466796875,0.161163330078125,0.526611328125
1211,3406,1194,6220,19184,30806,0.7340460251332022,0.8828147988552324,0.6526999051674032,0.7583892574684394,0.510313335824203,July,grass,-85.18801837,30.87444503,pad3_grass_gps.csv,pad3,129,gx_6_gy_5,6,5,testing,0.036956787109375,0.10394287109375,0.03643798828125,0.1898193359375,0.58544921875
972,2533,916,5261,14880,30971,0.650901180194881,0.8840212693740435,0.6528058048481467,0.71884188564691,0.4775830387940301,July,grass,-85.1874993,30.87516057,pad5_grass_gps.csv,pad5,130,gx_11_gy_9,11,9,training,0.0296630859375,0.077301025390625,0.0279541015625,0.160552978515625,0.4541015625
1291,3231,1372,7259,22632,31005,0.7895909669735238,0.8856857178377708,0.5612922649781326,0.6445537799252226,0.5143019632380099,July,grass,-85.18741008,30.87349439,pad1_grass_gps.csv,pad1,131,gx_11_gy_1,11,1,training,0.039398193359375,0.098602294921875,0.0418701171875,0.221527099609375,0.690673828125
841,2987,1031,5866,17069,31096,0.6976278847332134,0.8860773464621557,0.6156751589000807,0.8442066211848194,0.48846740719397863,July,grass,-85.18685601,30.87556982,pad6_grass_gps.csv,pad6,132,gx_17_gy_11,17,11,testing,0.025665283203125,0.091156005859375,0.031463623046875,0.17901611328125,0.520904541015625
926,2560,961,5287,16265,31095,0.6830110079624842,0.8884244729413739,0.6161849633174763,0.727006965634683,0.5093726792552374,July,grass,-85.18743741,30.87484164,pad4_grass_gps.csv,pad4,133,gx_11_gy_7,11,7,training,0.02825927734375,0.078125,0.029327392578125,0.161346435546875,0.496368408203125
955,2569,1010,5408,17139,31098,0.7005907386280671,0.8886991002743462,0.5941310901415825,0.6998235503017605,0.5202909470417841,July,grass,-85.18770545,30.87333258,pad1_grass_gps.csv,pad1,134,gx_9_gy_0,9,0,training,0.029144287109375,0.078399658203125,0.03082275390625,0.1650390625,0.523040771484375
1234,3811,1253,7360,21271,31084,0.7717435996379023,0.8887408973041084,0.6678851117793057,0.8153381983618606,0.4858719564136407,July,grass,-85.18742913,30.87653862,pad8_grass_gps.csv,pad8,135,gx_11_gy_16,11,16,training,0.03765869140625,0.116302490234375,0.038238525390625,0.224609375,0.649139404296875
954,2207,917,4772,15604,30884,0.6695183096204596,0.8889897688317646,0.5944700371061779,0.6235899900848952,0.5316058099028436,July,grass,-85.18806887,30.87342301,pad1_grass_gps.csv,pad1,136,gx_5_gy_0,5,0,training,0.02911376953125,0.067352294921875,0.027984619140625,0.1456298828125,0.4761962890625
1031,2773,944,5427,16094,31102,0.6799413553264221,0.8891888702232105,0.680938189756894,0.7521061447672676,0.4956554055926009,July,grass,-85.18748068,30.87374511,pad2_grass_gps.csv,pad2,137,gx_11_gy_2,11,2,testing,0.031463623046875,0.084625244140625,0.02880859375,0.165618896484375,0.49114990234375
1083,3206,1098,6307,18770,30982,0.7312148288657053,0.8894705038682218,0.6544551314979243,0.7854093139527952,0.4969892723896262,July,grass,-85.18695149,30.8754562,pad5_grass_gps.csv,pad5,138,gx_16_gy_10,16,10,training,0.033050537109375,0.09783935546875,0.03350830078125,0.192474365234375,0.57281494140625
985,2687,1000,5854,17102,31181,0.700371164444999,0.8895149691112791,0.6243523240345015,0.7253852688849689,0.48998083219830585,July,grass,-85.18782913,30.87358992,pad1_grass_gps.csv,pad1,139,gx_7_gy_1,7,1,training,0.030059814453125,0.082000732421875,0.030517578125,0.17864990234375,0.52191162109375
852,2720,1027,5884,17569,31111,0.7093481983063487,0.8895461373871453,0.5848013750733086,0.7742987550832308,0.4982305028641958,July,grass,-85.18736791,30.87442287,pad3_grass_gps.csv,pad3,140,gx_12_gy_5,12,5,training,0.0260009765625,0.0830078125,0.031341552734375,0.1795654296875,0.536163330078125
